account length,location code,user id,credit card info save,push status,add to wishlist,desktop sessions,app sessions,desktop transactions,total product detail views,session duration,promotion clicks,avg order value,sale product views,discount rate per visited products,product detail view per app session,app transactions,add to cart per session,customer service calls,churn
104,415,3897620,no,no,0,119,20,15,92,178,109,2557,98,1151,121,4,327,1,0
16,510,3381724,no,no,0,153,26,20,65,230,90,1482,94,667,107,8,289,1,0
183,510,3991750,no,no,0,108,18,16,87,184,116,1766,109,795,135,2,365,0,0
147,408,3548914,no,no,0,169,29,16,92,188,107,2165,95,974,144,8,389,2,0
58,415,4092983,no,no,0,247,42,26,116,304,103,1054,94,474,93,2,251,2,1
102,510,3299689,yes,no,0,224,38,21,81,243,90,1478,66,665,12,8,324,3,0
123,415,3378950,no,no,0,167,28,19,98,222,77,2439,114,1098,128,4,346,3,0
64,415,3741836,no,yes,43,118,20,12,100,144,108,1581,91,711,85,6,23,1,0
103,510,3599454,no,no,0,191,32,19,62,227,53,2301,96,1035,78,3,211,2,0
152,415,3789542,no,no,0,318,54,13,60,153,100,1234,63,555,104,7,281,1,1
124,415,3441970,no,no,0,312,53,15,112,180,109,1686,94,759,128,4,346,1,1
97,415,4172774,no,no,0,146,25,17,121,203,141,1518,120,683,133,2,359,1,0
131,415,3339002,no,no,0,132,22,15,95,179,109,2512,129,113,155,3,419,1,1
57,415,3698576,no,yes,33,193,33,20,105,232,79,2262,90,1018,111,11,3,2,0
157,510,3726920,no,no,0,185,31,18,92,213,85,1961,85,882,85,5,23,2,0
194,510,3336575,no,no,0,193,33,14,106,169,150,2252,122,1013,118,4,319,0,0
66,415,4101190,no,no,0,146,25,17,107,197,99,2301,106,1035,78,2,211,1,0
155,510,3761641,no,no,0,71,12,26,90,304,119,1833,103,825,86,4,232,0,0
123,415,3296731,no,no,0,123,21,16,104,190,117,1703,95,766,129,5,348,4,1
116,510,3933976,no,no,0,205,35,12,90,141,114,2726,96,1227,75,4,203,2,0
63,415,3887355,no,no,0,129,22,20,78,241,133,2377,121,107,128,6,346,1,0
64,510,4127791,no,no,0,217,37,18,78,211,115,1798,116,809,114,5,308,3,0
96,510,3686111,no,no,0,150,26,19,122,219,116,2124,89,956,98,1,265,3,0
53,415,4019420,no,no,0,164,28,18,106,206,56,1947,124,876,114,2,308,1,0
105,510,3525750,no,no,0,212,36,19,113,227,128,1936,114,871,89,7,24,3,0
53,510,4173702,no,yes,37,167,28,17,99,195,99,2367,112,1065,12,9,324,2,0
101,415,3535714,no,no,0,154,26,18,130,217,101,1854,52,834,139,4,375,1,0
129,510,4099494,no,yes,30,177,30,18,95,212,102,2402,108,1081,93,7,251,3,0
122,408,3951901,no,no,0,231,39,23,141,268,136,2403,100,1081,88,5,238,1,1
163,415,3788342,no,no,0,203,34,15,100,179,46,2038,116,917,128,3,346,5,0
93,408,4176044,no,no,0,150,25,17,120,201,85,1812,107,815,143,9,386,0,0
115,510,3481163,yes,no,0,345,59,17,81,203,106,2175,107,979,118,8,319,1,1
25,408,3374600,no,no,0,265,45,24,80,281,66,1661,80,747,84,4,227,1,1
73,408,3555922,no,no,0,122,21,12,92,138,114,2242,128,1009,58,5,157,1,0
120,415,3695810,no,no,0,177,30,23,88,270,99,2315,90,1042,14,2,378,2,0
196,415,3408291,no,no,0,133,23,18,80,207,120,2216,96,997,103,8,278,1,0
97,510,3547397,no,no,0,225,38,24,90,280,127,2338,103,1052,88,4,238,0,1
148,408,4077464,no,no,0,208,35,15,120,174,99,3107,105,1398,112,4,302,1,0
85,408,3866411,no,yes,30,173,29,21,107,247,101,1587,104,714,115,5,311,1,0
86,510,3973746,yes,no,0,162,28,14,131,167,102,1289,118,58,114,2,308,2,1
78,415,4105236,no,yes,13,281,48,15,93,178,101,2442,129,1099,64,5,173,2,0
106,415,4092412,no,no,0,208,35,14,89,169,67,102,90,459,159,4,429,3,0
147,415,4007280,no,yes,38,243,41,23,126,274,109,2829,91,1273,141,8,381,2,0
145,415,3325820,no,no,0,224,38,27,89,315,121,1829,121,823,161,3,435,1,1
91,415,3734483,no,no,0,189,32,20,100,239,107,897,89,404,99,3,267,3,0
81,408,3476717,no,yes,46,168,29,23,124,271,103,2225,98,1001,67,2,181,4,0
116,415,3802929,no,yes,24,233,40,13,90,152,94,3443,82,1549,107,6,289,1,0
69,415,4207692,no,yes,37,155,26,12,98,142,105,1437,117,647,59,4,159,1,0
135,510,3806437,no,no,0,154,26,17,130,204,90,1587,59,714,118,3,319,0,0
73,510,3778309,no,no,0,235,40,17,102,196,110,2534,71,114,84,8,227,2,0
48,415,4072718,no,no,0,240,41,12,88,141,117,1289,137,58,71,9,192,1,0
125,415,3571938,yes,no,0,298,51,23,78,271,142,1073,84,483,122,2,329,0,1
100,415,3813735,no,no,0,166,28,20,102,236,97,1343,93,604,109,4,294,1,0
165,415,4098453,no,yes,33,112,19,18,140,213,111,2676,115,1204,16,3,432,0,0
64,415,3956758,no,no,0,175,30,15,98,180,103,179,89,806,107,2,289,2,0
116,510,3995424,yes,yes,27,176,30,18,137,211,60,2948,121,1327,69,5,186,1,0
147,408,4094671,yes,yes,35,158,27,16,109,190,67,227,76,1022,111,2,3,3,1
115,415,3746525,no,no,0,206,35,15,113,176,102,2971,119,1337,11,7,297,1,0
84,415,4068665,no,yes,35,208,35,17,138,201,116,1645,107,74,75,16,203,4,0
86,510,3427716,no,yes,16,145,25,18,105,206,111,2554,117,1149,116,2,313,4,0
134,415,4172221,no,no,0,259,44,11,85,130,114,1936,106,871,109,7,294,2,0
105,415,3765213,no,no,0,227,39,15,106,182,77,2039,107,918,116,2,313,0,1
88,408,3487448,no,no,0,153,26,15,119,171,107,257,106,1157,12,5,324,2,0
90,408,3288179,no,yes,27,157,27,20,51,237,118,1232,111,554,126,6,34,2,0
86,408,3894602,no,no,0,151,26,25,85,296,88,2472,104,1112,125,1,338,1,0
37,415,4132238,no,no,0,221,38,17,126,205,110,118,98,531,68,3,184,4,0
141,415,4023370,no,yes,32,322,55,24,92,283,107,2095,111,943,67,3,181,1,1
148,408,3486008,no,no,0,154,26,22,148,262,87,2255,99,1015,98,3,265,2,0
163,408,3715655,no,yes,22,215,37,12,91,139,102,1462,109,658,124,2,335,2,0
89,415,3745224,no,yes,35,174,30,17,108,197,100,1274,74,573,118,3,319,1,0
63,415,3711187,no,no,0,181,31,20,126,230,98,2325,73,1046,106,3,286,0,0
102,415,3371100,no,no,0,123,21,15,106,182,102,2446,75,1101,126,7,34,2,0
76,510,4218141,no,no,0,166,28,22,94,257,80,1708,114,769,10,4,27,1,0
104,408,4062678,no,no,0,200,34,10,92,119,87,2366,65,1065,6,6,162,2,0
109,510,4159649,no,no,0,155,26,24,82,288,109,2084,80,938,59,9,159,3,0
105,510,3648128,no,no,0,125,21,22,116,262,95,2416,104,1087,114,9,308,2,0
63,415,3567817,no,yes,33,184,31,27,111,313,89,264,55,1188,122,4,329,1,0
105,415,4046357,no,yes,24,275,47,16,99,194,118,2996,109,1348,108,3,292,3,0
68,415,3982138,yes,yes,39,142,24,21,140,242,89,302,72,1359,113,5,305,1,0
63,408,3788029,yes,yes,21,152,26,13,99,148,89,2104,114,947,10,4,27,1,0
74,415,3864215,no,no,0,125,21,11,114,133,121,1603,85,721,106,7,286,3,0
76,415,3678156,no,no,0,179,30,19,85,223,66,1882,113,847,124,2,335,0,0
91,408,3828079,yes,no,0,246,42,15,110,182,98,1576,106,709,121,2,327,2,1
101,415,3542985,no,no,0,233,40,16,114,186,123,1533,122,69,115,6,311,5,0
116,408,3736922,no,no,0,288,49,22,120,256,90,2334,99,105,134,4,362,0,1
131,415,3977125,no,yes,23,171,29,20,145,237,93,2945,100,1325,127,1,343,1,0
84,415,3336296,no,no,0,216,37,17,114,198,107,2178,104,98,98,3,265,1,0
104,415,3656022,no,no,0,139,24,18,100,215,58,1643,98,739,49,4,132,2,0
108,510,3651688,no,no,0,211,36,20,112,239,73,2536,90,1141,92,5,248,3,0
111,415,3824872,no,no,0,182,31,13,117,158,91,2662,123,1198,97,9,262,0,0
155,408,3676136,no,yes,30,62,10,22,103,255,110,2259,96,1017,124,5,335,1,0
66,510,4043592,no,no,0,208,35,17,85,197,112,2617,83,1178,68,3,184,1,0
64,510,4152949,no,no,0,219,37,14,73,167,65,1614,119,726,10,5,27,1,0
69,415,3758880,no,no,0,227,39,22,122,259,111,1697,87,764,89,1,24,2,0
116,415,3356832,no,no,0,246,42,20,73,240,87,1587,89,714,89,5,24,3,0
101,415,3618367,no,no,0,257,44,16,84,185,115,1089,109,49,135,7,365,0,0
15,415,4082002,no,no,0,121,21,18,130,216,86,2351,33,1058,161,5,435,2,0
88,415,3478659,no,no,0,302,51,22,136,258,72,1329,118,598,134,2,362,4,1
197,415,3762922,no,no,0,234,40,19,96,219,111,1829,109,823,95,3,257,0,0
50,415,3822182,yes,no,0,100,17,26,108,309,102,1612,62,725,137,6,37,2,1
172,510,4082089,no,no,0,170,29,16,123,183,94,395,72,1777,127,7,343,2,0
188,415,3696890,yes,yes,26,199,34,14,115,167,67,1985,118,893,144,3,389,1,1
85,408,3472951,yes,no,0,116,20,20,86,230,127,2042,109,919,101,3,273,3,0
103,510,4206324,yes,no,0,256,44,12,128,141,92,3089,130,139,121,2,327,1,1
136,408,4027650,no,yes,27,188,32,19,84,221,147,1457,110,656,10,4,27,3,0
155,408,3912702,no,yes,21,196,33,18,91,214,84,882,111,397,86,4,232,0,0
145,415,3833375,no,no,0,129,22,16,97,185,101,2047,106,921,11,2,3,2,0
116,510,3922733,no,yes,12,221,38,13,108,151,118,179,80,806,9,6,243,2,0
152,408,3979933,no,no,0,141,24,16,92,187,96,227,89,1022,95,5,257,2,0
65,415,3839306,yes,no,0,278,47,13,123,156,112,2569,71,1156,92,10,248,0,1
180,415,3691929,no,no,0,225,38,21,105,250,101,2161,73,972,67,5,181,3,1
67,415,3694377,no,no,0,109,19,18,117,217,124,1884,141,848,128,6,346,0,0
60,415,3669430,no,no,0,208,35,11,109,124,112,2916,115,1312,57,9,154,0,0
138,510,3537407,no,no,0,206,35,22,96,257,94,209,63,94,121,8,327,0,0
44,415,3597426,no,no,0,309,52,13,139,151,94,1987,66,894,73,3,197,4,1
25,510,3327391,no,no,0,243,41,18,69,209,117,2197,82,989,144,6,389,2,0
145,408,4056559,no,no,0,230,39,12,82,138,103,2508,109,1129,33,3,89,1,0
122,510,3388784,no,yes,28,166,28,20,62,234,88,1701,84,765,77,3,208,2,0
121,415,4156347,no,no,0,145,25,17,126,201,82,2088,81,94,133,9,359,0,1
55,510,3545058,yes,no,0,106,18,11,77,124,100,964,92,434,129,3,348,0,0
77,415,3425701,no,no,0,222,38,14,84,166,125,2102,72,946,132,4,356,1,0
12,415,3784179,no,no,0,205,35,18,98,213,90,1821,95,819,98,7,265,2,0
64,510,4076391,no,no,0,214,36,14,93,167,114,122,78,549,141,3,381,3,0
92,415,4043105,no,yes,44,152,26,23,95,275,73,1624,121,731,10,1,27,2,0
125,415,3909735,yes,yes,29,261,44,14,81,164,112,2717,117,1223,17,6,459,1,1
160,408,3504820,no,no,0,166,28,27,117,317,129,1604,121,722,10,2,27,1,0
79,415,3838807,no,no,0,178,30,14,83,167,84,2237,142,1007,152,8,41,0,0
36,415,3668382,no,no,0,235,40,17,97,197,104,2597,110,1169,7,7,189,3,0
102,415,4029704,no,no,0,187,32,15,92,174,123,2509,131,1129,97,4,262,2,0
138,408,4052209,yes,no,0,268,46,15,81,174,115,1935,96,871,116,4,313,1,0
164,510,3973939,no,no,0,192,33,21,95,250,94,1326,100,597,73,3,197,3,0
125,415,3432689,no,no,0,241,41,23,82,269,85,1871,74,842,101,3,273,0,1
72,408,3839448,no,no,0,180,31,13,113,150,112,1682,79,757,98,7,265,2,0
74,415,3596232,no,no,0,314,53,19,86,222,99,259,121,1166,123,5,332,3,1
134,415,3699772,no,yes,41,162,28,28,82,325,77,1601,112,72,119,5,321,0,0
145,415,3817003,no,no,0,176,30,23,89,274,119,2266,69,102,124,4,335,1,0
136,510,3526732,no,no,0,109,19,18,91,208,111,135,107,608,116,5,313,0,0
209,510,3887540,no,no,0,255,43,20,124,231,110,218,69,981,85,5,23,3,1
66,415,3563333,yes,no,0,209,35,15,84,173,88,2647,107,1191,83,3,224,3,0
152,510,3339664,no,yes,20,215,36,8,108,97,82,1707,145,768,79,5,213,1,0
162,408,3633763,no,no,0,49,8,12,121,144,136,203,97,914,121,13,327,1,0
72,510,3457900,no,no,0,141,24,11,133,135,96,2275,97,1024,112,3,302,2,0
101,415,4005511,no,no,0,253,43,20,89,238,114,1543,85,694,97,7,262,4,0
125,415,3817597,no,no,0,206,35,17,128,198,71,1359,116,612,132,3,356,0,0
46,408,4049775,no,no,0,40,7,15,105,172,83,1451,89,653,9,2,243,2,0
132,408,3894608,no,no,0,291,50,20,104,234,132,1917,87,863,89,3,24,1,1
193,415,4031742,no,yes,31,71,12,11,58,125,105,1555,108,7,117,3,316,0,0
63,510,3289797,no,no,0,262,45,21,69,245,135,2021,94,909,147,4,397,0,1
124,510,3599223,no,no,0,191,33,22,134,262,113,1823,111,82,10,3,27,1,0
144,415,3367696,no,no,0,133,23,22,101,256,127,2286,68,1029,116,2,313,0,0
116,408,3692214,no,yes,24,184,31,17,138,204,90,1669,89,751,6,3,162,2,0
189,415,4111325,no,yes,30,155,26,17,116,196,50,1701,108,765,154,6,416,1,0
97,408,4107553,no,yes,28,283,48,16,93,185,98,3128,78,1408,61,8,165,1,0
137,510,3764284,no,yes,50,187,32,15,94,178,106,2156,100,97,121,4,327,2,0
142,415,3342800,no,yes,38,163,28,12,104,136,114,2491,127,1121,43,6,116,0,0
84,510,3691904,no,no,0,203,35,16,125,183,88,2137,121,962,138,2,373,1,0
119,415,3593833,no,yes,19,178,30,18,110,213,100,2263,123,1018,10,6,27,1,0
158,415,3485569,no,no,0,196,33,8,103,89,95,3022,82,136,103,3,278,1,0
50,415,3421960,no,no,0,295,50,11,127,127,100,1668,105,751,96,6,259,1,0
98,408,3529050,no,no,0,136,23,13,82,156,118,1588,83,715,101,5,273,2,0
101,415,3905316,no,yes,24,114,19,14,95,162,86,1763,90,793,13,9,351,2,0
182,415,4188568,no,no,0,279,47,15,124,181,108,2175,104,979,95,11,257,2,1
51,408,4014844,no,no,0,169,29,12,111,140,69,197,87,887,12,3,324,0,0
117,510,3765471,no,no,0,214,36,12,94,138,149,1487,102,669,99,1,267,2,0
92,415,4092917,yes,no,0,256,43,12,125,143,111,1812,101,815,117,3,316,0,0
86,408,3696308,no,no,0,148,25,24,71,285,91,1664,155,749,62,3,167,2,0
122,415,3577385,no,no,0,119,20,19,93,224,103,2119,122,954,87,4,235,2,0
156,408,4057119,no,yes,27,192,33,17,137,200,115,2442,112,1099,148,8,4,1,0
127,510,4053309,no,no,0,245,42,18,91,217,92,2431,128,1094,139,6,375,0,1
130,408,3844938,yes,no,0,216,37,31,106,364,86,1267,123,57,169,2,456,5,1
158,408,3772725,no,no,0,172,29,22,114,257,69,2353,104,1059,0,0,0,2,0
145,510,4056398,yes,yes,30,175,30,13,107,153,116,2336,85,1051,111,3,3,1,0
90,415,3559366,yes,yes,26,169,29,16,104,189,104,2133,76,96,133,3,359,0,1
127,510,4031128,no,yes,27,3,0,22,113,254,102,2427,156,1092,92,5,248,3,0
109,415,3849682,no,no,0,184,31,18,143,212,105,243,116,1093,99,2,267,1,0
88,415,3525393,no,no,0,182,31,13,90,152,87,143,100,644,75,3,203,1,0
101,510,3951229,no,yes,9,160,27,18,116,210,121,1391,65,626,108,9,292,0,0
171,510,3619195,no,no,0,190,32,15,122,174,85,2571,84,1157,103,1,278,0,0
21,415,3516366,no,no,0,223,38,18,142,217,114,2147,111,966,124,2,335,1,0
145,408,3464919,no,yes,31,216,37,19,94,225,123,2347,109,1056,107,1,289,2,0
90,415,3549068,no,no,0,199,34,23,124,267,100,2433,80,1095,8,7,216,2,0
33,408,3692743,no,no,0,160,27,17,115,195,118,1024,86,461,71,7,192,1,0
61,408,3431347,no,yes,40,105,18,15,78,181,100,1741,115,783,102,2,275,2,1
107,415,3365495,no,no,0,205,35,14,108,162,110,155,102,698,134,1,362,3,0
147,408,3764292,no,no,0,274,47,20,92,232,82,2836,83,1276,62,1,167,0,1
117,510,3918677,no,no,0,159,27,15,84,182,91,1773,67,798,77,10,208,2,0
95,415,3507273,no,no,0,230,39,17,116,202,110,1714,105,771,142,6,383,1,0
186,510,4006454,no,no,0,138,23,16,97,188,118,1464,85,659,87,6,235,1,0
128,415,4223052,no,no,0,179,31,23,94,270,92,191,88,859,79,4,213,0,0
55,408,3656756,no,yes,39,139,24,15,101,178,117,2465,104,1109,81,1,219,3,0
134,415,4064158,no,no,0,8,1,15,86,171,100,1865,80,839,129,2,348,2,0
96,415,3834641,no,yes,23,183,31,13,88,147,89,3502,108,1576,113,7,305,1,0
107,415,3685165,no,no,0,207,35,22,79,262,117,1493,69,672,107,3,289,0,0
123,415,3782432,no,no,0,140,24,13,106,154,101,501,87,225,125,1,338,2,0
35,415,3624159,no,no,0,179,30,24,59,283,101,2854,83,1284,58,7,157,2,0
74,408,3637979,no,no,0,177,30,20,136,240,104,2373,133,1068,12,3,324,0,0
130,408,3349818,no,no,0,116,20,14,129,168,104,1418,124,638,126,9,34,1,0
137,408,3525787,yes,no,0,237,40,15,103,177,84,2634,81,1185,142,4,383,0,1
88,415,3323617,no,no,0,182,31,16,116,187,119,2203,96,991,105,7,284,1,0
80,408,3279957,no,no,0,52,9,14,90,164,98,1694,80,762,95,4,257,3,0
116,408,3387527,no,yes,19,156,26,16,104,185,118,1927,116,867,82,2,221,3,0
123,510,3488711,no,yes,23,245,42,23,88,265,105,2397,108,1079,149,3,402,2,0
120,415,4213226,no,no,0,132,22,14,99,163,109,2011,116,905,107,3,289,1,0
146,415,3914358,yes,no,0,111,19,27,126,313,95,2157,82,971,105,6,284,1,0
106,510,3792523,no,yes,9,89,15,28,100,325,109,799,86,36,82,4,221,3,0
121,408,4192369,no,yes,44,116,20,13,85,150,120,2468,98,1111,12,2,324,1,0
137,510,3821227,no,no,0,156,26,11,81,133,94,2531,77,1139,91,2,246,1,0
84,408,4095749,no,yes,30,107,18,19,65,226,108,1886,61,849,57,3,154,2,0
67,510,3627951,no,yes,31,175,30,17,68,199,73,2198,99,989,132,6,356,1,0
161,408,4153537,no,no,0,155,26,15,84,178,125,1729,90,778,59,2,159,4,1
134,510,3733959,no,yes,34,247,42,19,105,226,133,1863,76,838,61,5,165,2,1
62,415,3581346,yes,yes,32,218,37,20,93,237,132,1922,137,865,132,3,356,0,1
120,415,3818422,no,yes,24,228,39,20,81,235,71,1664,128,749,9,13,243,1,0
130,408,3609005,no,yes,30,185,31,21,117,250,141,1578,103,71,74,7,2,0,0
20,408,3445967,no,no,0,187,32,22,89,253,51,2731,105,1229,123,6,332,2,0
68,415,3966390,no,no,0,159,27,18,119,212,105,1981,101,891,103,3,278,1,0
112,415,3465036,no,no,0,209,35,18,150,213,104,1781,98,801,85,4,23,0,0
77,408,3287252,no,no,0,186,32,18,95,212,98,2823,81,127,113,4,305,3,0
109,415,3601745,no,no,0,223,38,14,74,170,75,2643,94,1189,9,3,243,2,0
108,415,3582046,no,no,0,201,34,15,101,171,86,2374,113,1068,116,3,313,3,0
79,415,3446935,no,yes,17,168,29,21,114,244,93,2119,114,954,91,2,246,1,0
119,408,4019665,no,no,0,239,41,21,88,244,79,2309,92,1039,109,3,294,3,1
38,510,3995291,no,no,0,176,30,18,109,212,97,1379,109,621,92,3,248,5,1
109,415,4096588,no,yes,29,111,19,22,90,264,98,2247,128,1011,9,6,243,6,1
78,415,3585721,no,no,0,88,15,18,74,215,58,2013,147,906,108,6,292,1,0
134,415,4147446,no,no,0,244,42,21,99,247,111,200,133,9,72,2,194,0,0
47,415,3299517,no,yes,27,165,28,11,89,127,118,2844,95,128,77,4,208,2,0
59,408,4159553,no,yes,27,127,22,9,110,103,99,1642,73,739,91,3,246,0,0
151,415,4133177,no,no,0,195,33,25,106,293,103,2246,82,1011,55,3,149,0,0
129,415,3475113,no,no,0,55,9,22,131,256,105,1766,135,795,111,4,3,1,0
107,510,3302662,no,yes,27,283,48,19,104,224,152,2413,63,1086,144,7,389,2,0
137,408,3305824,yes,no,0,258,44,21,112,247,117,1732,100,779,109,3,294,0,1
76,510,4111261,no,no,0,91,15,18,142,212,75,1949,76,877,93,2,251,1,0
24,415,3298788,no,no,0,236,40,10,132,116,129,1854,136,834,162,2,437,0,0
169,408,3337869,no,no,0,143,24,20,82,231,110,1312,67,59,10,4,27,2,0
30,408,3994800,no,no,0,54,9,15,68,179,96,2472,101,1112,102,8,275,1,0
70,415,4022072,no,no,0,215,37,11,87,131,114,2169,104,976,94,3,254,3,0
52,510,4036187,yes,no,0,251,43,17,118,197,80,192,53,864,11,2,297,0,1
3,408,3552872,no,no,0,139,24,21,99,251,108,2862,87,1288,61,3,165,4,0
38,415,3862970,no,no,0,117,20,18,114,209,105,2034,98,915,144,2,389,2,0
104,415,3896081,no,no,0,264,45,11,108,132,75,1777,91,8,106,8,286,3,0
27,408,3487556,no,no,0,83,14,17,105,204,99,2242,122,1009,91,4,246,1,0
166,415,3349163,yes,yes,28,176,30,22,126,254,76,1285,72,578,114,5,308,1,0
13,408,4114293,no,no,0,220,37,18,100,211,79,2593,112,1167,136,8,367,2,0
52,408,3755562,no,no,0,217,37,13,104,152,83,1343,109,604,118,4,319,2,0
114,415,3863823,no,yes,25,129,22,25,77,290,110,1771,110,797,116,5,313,1,0
156,408,3646445,no,no,0,151,26,13,106,153,112,2159,86,972,35,3,95,1,0
90,415,3832251,no,yes,42,193,33,22,66,263,85,2144,97,965,111,4,3,0,0
62,415,3513169,no,no,0,190,32,9,122,104,95,1806,106,813,108,5,292,2,0
82,415,4136380,no,yes,33,138,23,20,95,236,128,2681,70,1206,11,6,297,2,0
52,510,3809674,no,no,0,129,22,12,80,143,101,2583,89,1162,123,4,332,3,0
146,510,3452319,no,no,0,116,20,18,77,214,100,2184,72,983,107,6,289,1,0
120,415,3775441,no,yes,23,222,38,22,114,255,84,2505,117,1127,72,5,194,2,0
130,415,3583692,no,no,0,264,45,16,113,187,103,1953,99,879,183,6,494,1,1
90,408,4005831,no,no,0,61,10,17,91,194,94,1431,80,644,114,9,308,1,0
147,408,3575995,yes,no,0,184,31,14,113,165,110,111,87,5,101,4,273,1,0
159,415,3912159,no,no,0,167,28,12,68,144,74,1401,111,63,103,3,278,0,1
74,510,3985954,no,yes,27,154,26,17,122,195,150,2767,86,1245,132,2,356,4,0
130,408,3856175,no,no,0,252,43,14,101,170,105,2092,64,941,57,5,154,0,0
155,408,3342961,yes,no,0,163,28,25,94,292,108,964,111,434,112,3,302,0,0
87,415,4054303,no,no,0,198,34,16,80,187,89,1335,96,601,166,4,448,2,0
81,415,4064100,no,no,0,325,55,20,48,236,82,1876,78,844,131,5,354,0,1
99,510,3524401,no,no,0,128,22,18,78,215,120,1437,140,647,143,9,386,2,0
131,510,3471473,no,no,0,188,32,17,110,201,101,2026,125,912,102,11,275,2,0
89,510,3472016,no,no,0,129,22,18,71,214,68,2149,100,967,103,4,278,5,1
123,415,3888948,yes,no,0,126,21,11,106,129,96,2519,129,1134,63,6,17,4,1
130,510,4025509,no,yes,26,257,44,19,108,224,122,204,118,918,126,4,34,1,0
99,415,3672598,no,no,0,125,21,12,90,146,70,1694,95,762,105,6,284,1,0
36,408,3705001,no,no,0,175,30,18,144,217,69,2437,146,1097,99,3,267,1,0
87,415,3323693,no,no,0,124,21,15,91,173,105,2563,109,1153,75,5,203,3,0
139,415,4039766,no,no,0,272,46,13,130,156,131,1363,108,613,116,9,313,2,0
189,510,3632407,no,no,0,220,37,12,80,143,117,1306,69,588,117,7,316,1,0
96,415,3959214,no,yes,33,183,31,17,115,201,87,1774,84,798,104,15,281,3,0
112,408,3518894,no,no,0,101,17,18,119,214,67,1795,112,808,103,5,278,2,0
75,408,4065003,no,no,0,203,35,19,70,229,97,2222,118,10,143,3,386,1,0
178,415,3981332,no,yes,35,175,30,16,88,190,65,1387,94,624,105,3,284,2,0
112,415,3638033,no,no,0,266,45,18,97,215,94,3062,100,1378,142,2,383,2,1
108,415,3331012,no,yes,41,172,29,12,110,136,78,1834,103,825,108,7,292,0,0
100,510,3916260,no,no,0,79,13,19,98,226,102,1504,106,677,14,8,378,0,0
121,510,3361353,no,yes,20,212,36,18,110,215,120,2385,107,1073,94,2,254,0,0
116,415,3655629,no,no,0,64,11,17,101,196,95,2101,87,945,10,6,27,1,0
161,415,3494397,no,no,0,173,29,18,100,214,74,1415,69,637,115,4,311,1,0
19,415,3803910,yes,no,0,238,40,18,98,207,121,1822,95,82,45,4,122,0,0
104,415,3547820,no,no,0,226,38,14,123,163,106,2721,85,1224,101,4,273,1,0
119,415,3389952,yes,yes,32,173,29,18,101,209,93,2311,91,104,122,4,329,0,0
125,415,4051821,no,no,0,225,38,12,102,144,87,1989,105,895,8,2,216,0,0
156,510,3298669,no,no,0,238,40,15,122,182,91,1857,151,836,77,4,208,1,0
109,415,3288808,no,no,0,137,23,18,128,217,116,1821,86,819,10,5,27,2,0
95,510,4093018,no,no,0,143,24,15,109,176,107,1896,88,853,82,3,221,2,0
90,408,4215994,no,no,0,142,24,11,126,126,118,2742,71,1234,46,4,124,1,0
105,415,3544448,no,yes,21,147,25,17,112,197,43,2674,93,1203,87,3,235,2,0
101,510,3525081,no,no,0,220,37,16,124,189,101,2784,98,1253,106,4,286,1,0
95,415,4017803,no,no,0,149,25,22,96,261,116,201,120,905,81,2,219,1,0
123,415,4206052,no,no,0,204,35,12,88,138,111,226,100,1017,10,4,27,0,0
160,408,3526084,no,no,0,217,37,18,77,207,117,2286,117,1029,56,2,151,1,0
141,510,3888583,no,yes,28,308,52,21,123,248,128,1529,103,688,74,3,2,1,0
87,415,4153158,no,no,0,58,10,6,125,68,116,1859,136,837,115,3,311,0,0
81,415,4029304,no,no,0,173,29,20,80,236,94,2402,84,1081,118,6,319,2,0
75,415,3411916,no,yes,19,210,36,21,90,242,87,2157,102,971,131,3,354,4,0
126,408,3812745,no,yes,24,59,10,26,125,306,90,1589,73,715,121,6,327,0,0
28,415,4025014,no,no,0,237,40,14,102,167,87,2802,115,1261,97,3,262,3,0
153,415,3998846,no,no,0,229,39,14,102,161,136,2031,109,914,125,2,338,0,0
97,408,3289267,no,yes,32,90,15,23,87,276,113,1852,107,833,86,6,232,2,1
115,408,3487224,no,no,0,147,25,9,128,106,74,1977,104,89,111,4,3,2,0
95,408,3362190,no,no,0,237,40,13,83,154,65,237,105,1067,112,6,302,1,0
17,415,3764705,yes,no,0,163,28,20,118,230,91,3327,94,1497,136,3,367,0,1
105,415,3814076,no,yes,20,187,32,22,114,256,91,3347,104,1506,89,2,24,1,0
121,415,3488464,no,no,0,86,15,22,100,260,113,148,79,666,91,9,246,2,0
125,408,4127020,no,no,0,212,36,18,89,215,127,1868,73,841,113,2,305,2,0
124,415,3868432,no,no,0,151,26,10,98,121,119,1528,81,688,92,2,248,2,0
35,408,3371802,no,no,0,159,27,11,67,130,96,2298,80,1034,69,5,186,2,0
134,510,3661084,no,no,0,296,50,19,93,226,117,2468,98,1111,123,10,332,0,1
123,510,3524182,no,yes,32,212,36,21,77,252,78,2087,85,939,66,2,178,3,0
124,415,3685628,no,no,0,234,40,15,61,179,111,2855,117,1285,104,6,281,3,0
133,510,3338996,no,no,0,177,30,16,92,188,97,1968,88,886,65,3,176,2,0
185,415,3532557,no,yes,19,157,27,22,123,258,94,1904,107,857,96,6,259,0,0
1,415,3568621,no,yes,26,147,25,15,68,173,67,1738,113,782,10,2,27,1,0
107,415,3546942,no,no,0,261,44,9,108,102,110,1297,148,584,98,5,265,1,0
